icd9_code,icd10_code,rank,reason
68110,L03039,1,"Directly maps to 'Cellulitis of unspecified toe', capturing the primary diagnosis component of the ICD-9 code. The ICD-9 code mentions both cellulitis and abscess, but L03039 is the closest single ICD-10 code for cellulitis of the toe."
68110,L03049,2,"Maps to 'Acute lymphangitis of unspecified toe'. While lymphangitis can be associated with cellulitis, it is a distinct condition. This code does not capture the primary diagnosis of cellulitis or abscess."
6819,L03019,1,Matches 'Cellulitis' and 'unspecified digit' (interpreted as finger). This is the closest semantic match.
6819,L03039,2,Matches 'Cellulitis' and 'unspecified digit' (interpreted as toe). Less likely than finger but still a digit.
6819,L03029,3,Matches 'unspecified digit' (interpreted as finger) but specifies 'Acute lymphangitis' which is not in the ICD-9 description.
6819,L03049,4,Matches 'unspecified digit' (interpreted as toe) but specifies 'Acute lymphangitis' which is not in the ICD-9 description.
6820,L03211,1,"This code directly maps the condition 'cellulitis of face' from the ICD-9 description. While the ICD-9 code also includes 'abscess', this ICD-10 code captures the primary condition and location accurately."
6820,K122,2,"This code represents 'Cellulitis and abscess of mouth'. The face and mouth are adjacent areas, but 'mouth' is a more specific location than the general 'face' mentioned in the ICD-9 code. It captures both cellulitis and abscess."
6820,L03213,3,"This code specifies 'Periorbital cellulitis', which is cellulitis around the eye socket. This is a specific type of facial cellulitis but is more specific than the general 'face' location in the ICD-9 code."
6820,L03212,4,"This code represents 'Acute lymphangitis of face'. Lymphangitis is inflammation of lymphatic channels, which is related to but distinct from cellulitis (inflammation of skin and subcutaneous tissue). This is a less accurate match than codes describing cellulitis."
6821,L03221,1,"Directly matches 'cellulitis of neck'. While the ICD-9 includes 'abscess', L03221 is the closest semantic match for the primary condition listed."
6821,L03222,2,"Describes 'acute lymphangitis of neck'. Lymphangitis can be associated with cellulitis, but it is a distinct condition and less specific to the primary ICD-9 description."
6822,L03319,1,"Directly maps the term 'cellulitis' and 'trunk' from the ICD-9 description. The ICD-9 code includes 'abscess', which is often associated with cellulitis but is not explicitly captured in this ICD-10 code; however, L03319 is the closest semantic match for the primary condition."
6822,L03329,2,"Maps the 'trunk' location but describes 'acute lymphangitis', which is a related but distinct condition from 'cellulitis and abscess'. While cellulitis can sometimes involve lymphangitis, this code does not capture the primary diagnosis of cellulitis and abscess."
6823,L03119,1,"Directly maps to cellulitis, although it lacks the specific body site (upper arm/forearm) and abscess component. It is the closest semantic match for the core condition."
6823,L03129,2,"Maps to lymphangitis, which is related to cellulitis but is a distinct condition. It does not capture the primary diagnosis of cellulitis or abscess."
6824,L03119,1,"This code represents cellulitis of an unspecified part of a limb. The ICD-9 code specifies the hand, which is part of the limb. While not as specific as 'hand', it captures the core diagnosis of cellulitis in the correct anatomical region (limb)."
6824,L03129,2,"This code represents acute lymphangitis, which is inflammation of the lymphatic channels, often associated with cellulitis but distinct. The ICD-9 code specifies cellulitis and abscess, not lymphangitis."
6826,L03119,1,"This code describes cellulitis of an unspecified part of the limb, which is semantically similar to the ICD-9 code 'Cellulitis and abscess of leg, except foot'. While the ICD-9 code specifies the leg (excluding the foot) and mentions an abscess, L03119 captures the core diagnosis of cellulitis in a limb location, which is the closest match among the candidates."
6826,L03129,2,"This code describes acute lymphangitis, which is a related but distinct condition from cellulitis and abscess. While cellulitis can sometimes be associated with lymphangitis, the ICD-9 code primarily focuses on cellulitis and abscess, making L03129 a less direct semantic match."
6827,L03119,1,"This code describes cellulitis of an unspecified part of a limb, which aligns closely with the ICD-9 description of cellulitis of the foot (a part of the limb). While the ICD-9 code specifies 'foot, except toes', L03119 is the closest available option for cellulitis of a limb part without specifying the exact location like 'foot'."
6827,L03129,2,"This code describes acute lymphangitis, which is inflammation of the lymphatic channels, often associated with cellulitis but distinct. The ICD-9 code specifies cellulitis and abscess, not lymphangitis. Therefore, this is a less suitable match."
6828,L03818,1,"This code directly maps the 'cellulitis' and 'other specified sites' components of the ICD-9 code. It represents cellulitis in locations not otherwise specified, aligning well with the general nature of the ICD-9 description."
6828,L03811,2,"This code represents cellulitis, but it specifies the 'head' as the site, which is more specific than the 'other specified sites' in the ICD-9 code. While related, it's less general."
6828,L03891,3,"This code describes 'acute lymphangitis', which is related to cellulitis but is a distinct condition involving inflammation of lymphatic channels. It does not capture the primary diagnosis of cellulitis and abscess described in ICD-9."
6828,L03898,4,"Similar to L03891, this code describes 'acute lymphangitis', not cellulitis. The 'other sites' component aligns partially, but the core condition is different."
6829,L0390,1,"Direct semantic match for 'Cellulitis, unspecified'. 'Abscess' is a related but distinct condition often coded separately or with more specific codes if present."
6829,L0391,2,"Incorrect semantic match. 'Acute lymphangitis' refers to inflammation of lymphatic vessels, which is different from cellulitis (infection of skin/subcutaneous tissue) or an abscess (localized pus collection)."
684,L0100,1,Directly corresponds to the general term 'Impetigo' in ICD-9. 'Unspecified' captures the lack of detail in the ICD-9 code.
684,L0103,2,"Specifies a type of impetigo (bullous), which is more specific than the general ICD-9 term. While potentially accurate, it adds detail not present in the original code."
6850,L0501,1,Exact semantic match. Both ICD-9 and ICD-10 describe a 'pilonidal cyst with abscess'.
6850,L0502,2,"Close semantic match. ICD-9 describes a 'cyst' while ICD-10 describes a 'sinus'. While related, a cyst and sinus are distinct anatomical structures, making this a less precise match than L0501."
6851,L0591,1,Direct semantic match for 'Pilonidal cyst without abscess'.
6851,L0592,2,"Closely related term ('sinus' vs. 'cyst'), but 'cyst' is explicitly mentioned in the ICD-9 description."
6868,L0889,1,Direct semantic equivalent. 'Other specified local infections of skin and subcutaneous tissue' in ICD-9 maps directly to 'Other specified local infections of the skin and subcutaneous tissue' in ICD-10.
6868,E832,2,"No semantic relationship. This code relates to metabolic disorders (zinc metabolism), not infections of the skin and subcutaneous tissue."
6918,L2089,1,"This code directly translates the ICD-9 description 'Other atopic dermatitis and related conditions' into 'Other atopic dermatitis', making it the most semantically equivalent option."
6918,L2081,2,"Atopic neurodermatitis is a specific type of atopic dermatitis, potentially falling under the umbrella of 'related conditions' in the ICD-9 code. It is a plausible, though less direct, match."
6918,L2082,3,Flexural eczema is a specific type of atopic dermatitis often associated with the condition. It could be considered a 'related condition' but is more specific than the ICD-9 code.
6918,L2084,4,"Intrinsic (allergic) eczema is another specific type of atopic dermatitis. While related, it is more specific than the ICD-9 code."
6918,L200,5,"Besnier's prurigo is an older term, often considered synonymous with atopic dermatitis, but it represents a specific historical classification rather than the broader 'other' category."
69271,L559,1,"This code represents 'Sunburn, unspecified', which is the most direct semantic equivalent to the ICD-9 code 'Sunburn'. While L550 specifies the degree, the ICD-9 code does not, making L559 a better general match."
69271,L550,2,"This code represents 'Sunburn of first degree'. While related to sunburn, it adds a level of specificity (degree) not present in the original ICD-9 code. It's a plausible match but less general than L559."
69272,L562,1,"ICD-9 describes 'dermatitis due to solar radiation'. ICD-10 code L562 describes 'Photocontact dermatitis'. While not a perfect match, 'solar radiation' is a form of light exposure that can cause a contact-like reaction on the skin, making L562 the closest semantic match among the candidates. The other options involve drug reactions, which are not mentioned in the ICD-9 description."
69272,L560,2,"This code refers to a drug reaction ('Drug phototoxic response'), which is not explicitly mentioned in the ICD-9 description ('dermatitis due to solar radiation'). However, solar radiation can trigger reactions, and phototoxic reactions are a type of light-induced skin reaction. It's less specific than L562 but shares the 'photo' element."
69272,L561,3,"This code refers to a drug reaction ('Drug photoallergic response'), which is not explicitly mentioned in the ICD-9 description ('dermatitis due to solar radiation'). Similar to L560, it involves a photo-reaction but specifically a drug-induced allergic one, making it less relevant than L562 or even L560."
69283,L230,1,"ICD-9 'Dermatitis due to metals' strongly implies an allergic reaction, which is captured by 'Allergic contact dermatitis'. 'due to metals' is explicitly matched."
69283,L2481,2,"While 'Dermatitis' is present, the ICD-9 code does not specify the type (allergic vs. irritant). 'Irritant contact dermatitis' is a possible type of dermatitis due to metals, but 'Allergic' is a more common association and the ICD-9 code doesn't rule it out, making L230 a better fit."
69289,L258,1,"This code directly maps to the ICD-9 description 'Contact dermatitis and other eczema due to other specified agents', capturing the 'other specified agents' part. It is more general than L252."
69289,L252,2,"This code specifies 'dyes' as the agent, which is a subset of 'other specified agents' but not the general category described in the ICD-9 code. It is less appropriate than L258."
6930,L270,1,"The ICD-9 code '6930' specifies dermatitis due to internally taken drugs. The ICD-10 code 'L270' specifies 'Generalized skin eruption due to drugs and medicaments taken internally'. While 'dermatitis' and 'skin eruption' are not exact synonyms, they both describe inflammatory skin conditions. 'Generalized' is a type of dermatitis, and the cause ('drugs and medicines taken internally') matches perfectly. This is the closest semantic match."
6930,L271,2,"The ICD-10 code 'L271' specifies 'Localized skin eruption due to drugs and medicaments taken internally'. It shares the same cause ('drugs and medicines taken internally') as the ICD-9 code. However, the ICD-9 code '6930' does not specify whether the dermatitis is generalized or localized, making 'L270' a slightly better fit as it represents a common form (generalized) without adding an unsupported specificity (localized)."
6944,L109,1,"The ICD-9 code '6944' is 'Pemphigus', which is a general term. L109 is 'Pemphigus, unspecified', which is the most direct and semantically equivalent match for a general term without further specification."
6944,L100,2,"L100 is 'Pemphigus vulgaris'. While 'Pemphigus vulgaris' is a specific type of pemphigus, it is often considered the most common form and might be implied by the general term 'Pemphigus' in some contexts, but it is less general than L109."
6944,L102,3,"L102 is 'Pemphigus foliaceous'. This is another specific type of pemphigus. It is a plausible match if the unspecified code is not appropriate, but it is less general than L109."
6944,L101,4,"L101 is 'Pemphigus vegetans'. This is a specific type of pemphigus, less common than vulgaris or foliaceous. It is a plausible match but less general than L109."
6944,L104,5,"L104 is 'Pemphigus erythematosus'. This is a specific type of pemphigus, often considered a variant of pemphigus foliaceous or lupus erythematosus. It is a plausible match but less general than L109."
6945,L120,1,"Bullous pemphigoid is the most common and specific type of pemphigoid, making it the most likely match for the general term 'Pemphigoid' when no further detail is provided."
6945,L128,2,"This code represents other, less common types of pemphigoid. While semantically related, it is less specific than L120 and therefore a less likely match for the general term 'Pemphigoid'."
6950,L530,1,Direct synonym match. Both codes describe 'Toxic erythema'.
6950,L531,2,"Describes a specific type of erythema ('annulare centrifugum'), which is related to the broader category of erythema but is not a direct synonym for 'Toxic erythema'."
6950,L532,3,"Describes a specific type of erythema ('marginatum'), which is related to the broader category of erythema but is not a direct synonym for 'Toxic erythema'."
69510,L519,1,Direct equivalent for unspecified erythema multiforme.
69510,L510,2,"Specifies nonbullous type, which is a subtype of erythema multiforme, but the ICD-9 code is unspecified."
6953,L718,1,L718 'Other rosacea' is the most direct and general match for the ICD-9 code 6953 'Rosacea'. It encompasses rosacea types not specifically listed elsewhere in L71.
6953,L711,2,"L711 'Rhinophyma' is a specific subtype of rosacea characterized by hypertrophy of the nose. While it falls under the umbrella of rosacea, it is more specific than the general ICD-9 code 6953."
6953,L710,3,"L710 'Perioral dermatitis' is a distinct skin condition often confused with rosacea, but it is not considered a form of rosacea itself. It primarily affects the area around the mouth, whereas rosacea can affect other facial areas."
6954,L930,1,"Discoid lupus erythematosus is a specific subtype of lupus erythematosus, making it the most specific and semantically closest match among the candidates. The ICD-9 code '6954' represents lupus erythematosus generally, and L930 captures a common, well-defined form."
6954,L932,2,"Other local lupus erythematosus is a broader category than discoid lupus but still refers to localized forms of lupus, which aligns with the general concept of lupus erythematosus in the ICD-9 code. It is less specific than L930 but more specific than a general systemic lupus code (which is not provided as a candidate)."
69589,L538,1,Direct equivalent: 'Other specified erythematous conditions' is the exact textual translation of the ICD-9 code.
69589,L26,2,"Related: 'Exfoliative dermatitis' is a specific type of erythematous condition, but less specific than the ICD-9 code."
69589,L304,3,"Related: 'Erythema intertrigo' is a specific type of erythematous condition, but less specific than the ICD-9 code."
69589,L951,4,"Related: 'Erythema elevatum diutinum' is a specific type of erythematous condition, but less specific than the ICD-9 code."
69589,L982,5,"Related: 'Febrile neutrophilic dermatosis [Sweet]' is a specific type of erythematous condition, but less specific than the ICD-9 code."
69589,L920,6,"Unrelated: 'Granuloma annulare' is a dermatological condition, but it is not typically characterized primarily as an 'erythematous condition' in the same way as the others."
6960,L4059,1,"This code directly corresponds to the ICD-9 description 'Psoriatic arthropathy' by specifying 'psoriatic arthropathy' and indicating 'other' or unspecified types, which aligns with the lack of further specification in the ICD-9 code."
6960,L4054,2,"This code specifies 'Psoriatic juvenile arthropathy'. While related, the ICD-9 code does not specify the age group (juvenile), making this less specific than L4059 which covers unspecified psoriatic arthropathy."
6961,L408,1,Direct equivalent and synonym for 'Other psoriasis'.
6961,L400,2,"Represents the most common form of psoriasis, which might be implied by 'Other psoriasis' if it excludes the most common type, but it's a specific type, not a general 'other' category."
6961,L401,3,"Specific type of psoriasis, less likely to be represented by the general 'Other psoriasis' code."
6961,L402,4,"Specific type of psoriasis, less likely to be represented by the general 'Other psoriasis' code."
6961,L403,5,"Specific type of psoriasis, less likely to be represented by the general 'Other psoriasis' code."
6961,L404,6,"Specific type of psoriasis, less likely to be represented by the general 'Other psoriasis' code."
6962,L418,1,"This code directly maps to 'Other parapsoriasis', which is the most semantically equivalent match for the general term 'Parapsoriasis' when specific types are not mentioned."
6962,L410,2,"This code represents a specific type of parapsoriasis (Pityriasis lichenoides et varioliformis acuta), which falls under the broader category of parapsoriasis. It is a possible match, but less specific than L418."
6962,L411,3,"This code represents another specific type of parapsoriasis (Pityriasis lichenoides chronica), which falls under the broader category of parapsoriasis. It is a possible match, but less specific than L418."
6970,L438,1,"This code represents 'Other lichen planus', which is a direct and accurate translation of the ICD-9 description 'Lichen planus'. It is the most appropriate general code."
6970,L661,2,"This code represents 'Lichen planopilaris', a specific type of lichen planus affecting hair follicles. While related, it is more specific than the general ICD-9 code and may not capture all cases of lichen planus."
6983,L280,1,"Directly corresponds to 'Lichen simplex chronicus', one of the two conditions listed in the ICD-9 description. 'Lichenification' is often associated with lichen simplex chronicus."
6983,L281,2,"Represents a related dermatological condition ('Prurigo nodularis'), but does not directly match either 'Lichenification' or 'Lichen simplex chronicus'."
7010,L940,1,"Direct synonymy. 'Localized scleroderma' is a common synonym for 'Circumscribed scleroderma', and 'morphea' is often used interchangeably with localized scleroderma. This is the best semantic match."
7010,L900,2,"Possible confusion. Both are skin conditions involving sclerosis/hardening, but lichen sclerosus et atrophicus is a distinct condition from scleroderma, often affecting different body sites (genital) and having different pathology. It's a less likely match than L940 but shares some superficial similarity in terms of 'sclerosis'."
7010,L943,3,"Related but too specific. Sclerodactyly is scleroderma specifically affecting the fingers/toes. While circumscribed scleroderma *could* occur on digits, the ICD-9 code doesn't specify this location, making L943 too narrow a match."
7011,L851,1,"Directly maps 'acquired keratoderma' with the specific location 'palmaris et plantaris'. While the ICD-9 code doesn't specify location, this is the most semantically similar option."
7011,L850,2,"Refers to 'acquired ichthyosis', which is a type of acquired keratosis, sharing the 'acquired' aspect. Less specific than L851."
7011,L110,3,"Refers to 'acquired keratosis follicularis'. While it contains 'acquired' and 'keratosis', the 'follicularis' aspect is not present in the ICD-9 description."
7011,L852,4,"Refers to 'Keratosis punctata', a specific type of keratosis, but it's not explicitly 'acquired' in the code title, though it often is. Less specific than L851."
7011,L870,5,"Refers to 'Keratosis follicularis et parafollicularis in cutem penetrans', a specific type of keratosis follicularis. Less specific than L110."
7011,L872,6,"Refers to 'Elastosis perforans serpiginosa', which is a distinct condition from keratoderma, although it involves skin changes."
7013,L906,1,Direct synonym match. 'Striae atrophicae' is the exact term in the ICD-10 description.
7013,L901,2,"Related dermatological condition involving skin atrophy, but specific type (Schweninger-Buzzi) is different from the general term 'striae atrophicae'."
7013,L902,3,"Related dermatological condition involving skin atrophy, but specific type (Jadassohn-Pellizzari) is different from the general term 'striae atrophicae'."
7018,L908,1,"ICD-9 7018 describes 'Other specified hypertrophic and atrophic conditions of skin'. L908 is 'Other atrophic disorders of skin', directly matching the 'atrophic' component and the 'other specified' nature of the ICD-9 code. While it doesn't capture 'hypertrophic', it's the closest single match for the 'atrophic' part."
7018,L918,2,"L918 is 'Other hypertrophic disorders of the skin', directly matching the 'hypertrophic' component and the 'other specified' nature of the ICD-9 code. While it doesn't capture 'atrophic', it's the closest single match for the 'hypertrophic' part."
7018,L904,3,"L904 is 'Acrodermatitis chronica atrophicans', which is a specific type of atrophic disorder. It fits the 'atrophic' part of the ICD-9 description, but is more specific than 'other specified'."
7018,L574,4,"L574 is 'Cutis laxa senilis', which is a specific type of atrophic disorder (loose skin). It fits the 'atrophic' part of the ICD-9 description, but is more specific than 'other specified'."
7018,L664,5,"L664 is 'Folliculitis ulerythematosa reticulata', a specific inflammatory skin condition. It doesn't clearly align with 'hypertrophic' or 'atrophic'."
7018,L572,6,"L572 is 'Cutis rhomboidalis nuchae', a specific skin condition characterized by rhomboid-shaped wrinkles, often considered a form of atrophy. It fits the 'atrophic' part, but is very specific."
7018,L985,7,"L985 is 'Mucinosis of the skin', a condition involving mucin deposition. It doesn't clearly align with 'hypertrophic' or 'atrophic'."
7018,L922,8,"L922 is 'Granuloma faciale', a specific inflammatory condition. It doesn't clearly align with 'hypertrophic' or 'atrophic'."
7018,L119,9,"L119 is 'Acantholytic disorder, unspecified'. Acantholysis relates to the loss of cohesion between keratinocytes, which is a different mechanism than the general 'hypertrophic' or 'atrophic' conditions described in ICD-9 7018."
7019,L909,1,Directly corresponds to the 'atrophic conditions of skin' part of the ICD-9 description. 'Unspecified' matches the ICD-9 term.
7019,L919,2,Directly corresponds to the 'hypertrophic conditions of skin' part of the ICD-9 description. 'Unspecified' matches the ICD-9 term.
7019,L987,3,"Related to skin changes but describes 'excessive and redundant' skin, which is less specific than 'hypertrophic' or 'atrophic'."
7038,L608,1,"L608 'Other nail disorders' is the most direct and semantically equivalent translation of the ICD-9 code '7038 Other specified diseases of nail'. It captures the broad, unspecified nature of the ICD-9 code."
7038,L603,2,"L603 'Nail dystrophy' represents a category of nail abnormalities that could potentially fall under 'Other specified diseases of nail'. While more specific than L608, it's a plausible category."
7038,L601,3,"L601 'Onycholysis' refers to the separation of the nail plate from the nail bed. This is a specific type of nail disease, which could be considered a 'specified disease' under the ICD-9 code, but it's less general than L608 or L603."
7038,L602,4,"L602 'Onychogryphosis' refers to thickening and curving of the nail, often called 'ram's horn nail'. This is a specific condition that could be under the ICD-9 code, but it is quite specific."
7038,L604,5,"L604 'Beau's lines' refers to transverse depressions in the nail plate. This is a specific sign or finding, potentially related to systemic illness, rather than a primary nail disease itself, making it a less direct match for 'diseases of nail'."
70401,L632,1,"Alopecia areata often presents in a specific pattern called ophiasis (hair loss around the periphery of the scalp). While not a perfect synonym, ophiasis is a specific clinical presentation of alopecia areata, making L632 a highly relevant code."
70401,L638,2,"L638 represents 'Other alopecia areata', which is a broader category that includes forms not specifically listed elsewhere, such as ophiasis. While less specific than L632 for the ophiasis presentation, it directly includes the general condition described by the ICD-9 code."
70409,L658,1,"L658 'Other specified nonscarring hair loss' is the closest semantic match to the general 'Other alopecia' (70409). 'Alopecia' generally implies nonscarring hair loss unless otherwise specified, and 'Other specified' captures the unspecified nature of the ICD-9 code."
70409,L668,2,"L668 'Other cicatricial alopecia' is a possible match if the 'Other alopecia' (70409) specifically refers to scarring alopecia, but this is less likely than nonscarring alopecia as the default meaning of 'alopecia'. It is more specific than L658."
70409,L660,3,"L660 'Pseudopelade' is a specific type of scarring alopecia. While it falls under the umbrella of alopecia, it is a much more specific condition than the general 'Other alopecia' (70409)."
70409,L662,4,"L662 'Folliculitis decalvans' is another specific type of scarring alopecia. Similar to L660, it is too specific to be a primary match for the general 'Other alopecia' (70409)."
7041,L680,1,Direct synonym. 'Hirsutism' is the exact term used in the ICD-10 description.
7041,L689,2,"Broad category. 'Hypertrichosis, unspecified' is a broader term that includes hirsutism, but lacks the specific meaning of excessive male-pattern hair growth in females."
7041,L681,3,"Related but distinct. 'Acquired hypertrichosis lanuginosa' refers to fine, downy hair growth, which is different from the coarser hair typically associated with hirsutism."
7041,L683,4,"Related but distinct. 'Polytrichia' refers to the presence of excessive hair follicles, not necessarily excessive hair growth itself, and is a different condition."
7048,L738,1,"This code represents 'Other specified follicular disorders', which directly corresponds to the ICD-9 description 'Other specified diseases of hair and hair follicles'. It captures the general category and the 'specified' nature without being overly specific."
7048,L663,2,"This code represents 'Perifolliculitis capitis abscedens', which is a specific type of disease of hair follicles. While it falls under the general category, it is much more specific than the ICD-9 code, which is 'Other specified' (implying it's not one of the more common or specifically named conditions)."
7051,L740,1,"Miliaria rubra is the most common and classic form of prickly heat, directly corresponding to the ICD-9 term."
7051,L741,2,"Miliaria crystallina is a form of prickly heat, but typically milder and characterized by clear vesicles, making it less synonymous with the general term 'prickly heat' than miliaria rubra."
7051,L742,3,"Miliaria profunda is a deeper, less common, and more severe form of prickly heat, making it a less direct match for the general ICD-9 term."
70521,L74519,1,"The ICD-9 code 'Primary focal hyperhidrosis' does not specify the body site. L74519 'Primary focal hyperhidrosis, unspecified' is the closest match as it captures the core condition without specifying a location, mirroring the lack of specificity in the ICD-9 code."
70521,L74510,2,"L74510 specifies the axilla, a common site for focal hyperhidrosis. While the ICD-9 code is unspecified, this is a plausible specific instance, but less general than L74519."
70521,L74511,3,"L74511 specifies the face, another possible site for focal hyperhidrosis. Less general than L74519."
70521,L74512,4,"L74512 specifies the palms, a possible site for focal hyperhidrosis. Less general than L74519."
70521,L74513,5,"L74513 specifies the soles, a possible site for focal hyperhidrosis. Less general than L74519."
70589,L748,1,"Both codes refer to disorders of sweat glands, and 'other' specifies a non-specific category within sweat gland disorders. L748 specifies 'eccrine' sweat disorders, which is a type of sweat gland, aligning with the 'specified' nature of the ICD-9 code."
70589,L758,2,"Both codes refer to disorders of sweat glands, and 'other' specifies a non-specific category within sweat gland disorders. L758 specifies 'apocrine' sweat disorders, another type of sweat gland, aligning with the 'specified' nature of the ICD-9 code, though less general than eccrine."
70589,L750,3,"L750 refers to a specific type of sweat disorder (bromhidrosis), while the ICD-9 code is 'other specified'. While it's a sweat disorder, it's more specific than the ICD-9 code implies."
70589,L751,4,"L751 refers to a specific type of sweat disorder (chromhidrosis), while the ICD-9 code is 'other specified'. While it's a sweat disorder, it's more specific than the ICD-9 code implies."
7061,L708,1,Direct semantic match; 'Other acne' in ICD-9 corresponds directly to 'Other acne' in ICD-10.
7061,L700,2,"Semantic overlap; 'Acne vulgaris' is a common type of acne, and 'Other acne' in ICD-9 could potentially include this, though L708 is more specific."
7061,L701,3,"Semantic overlap; 'Acne conglobata' is a specific type of acne, and 'Other acne' in ICD-9 could potentially include this, though L708 is more specific."
70702,L89119,1,"The ICD-9 code specifies 'upper back'. This code specifies 'right upper back'. While the ICD-9 code does not specify laterality, this code is a more specific location than the general 'upper back'. The unspecified stage matches the ICD-9 code."
70702,L89129,2,"The ICD-9 code specifies 'upper back'. This code specifies 'left upper back'. While the ICD-9 code does not specify laterality, this code is a more specific location than the general 'upper back'. The unspecified stage matches the ICD-9 code."
70703,L89139,1,"Matches 'lower back' location and 'pressure ulcer'. The 'right' laterality is not specified in the ICD-9 code, but it is a plausible location within the lower back. 'Unspecified stage' matches the lack of staging information in the ICD-9 code."
70703,L89149,2,"Matches 'lower back' location and 'pressure ulcer'. The 'left' laterality is not specified in the ICD-9 code, but it is a plausible location within the lower back. 'Unspecified stage' matches the lack of staging information in the ICD-9 code."
70703,L89159,3,"Matches 'pressure ulcer' but the location 'sacral region' is anatomically distinct from 'lower back', although adjacent. 'Unspecified stage' matches the lack of staging information in the ICD-9 code."
70709,L89899,1,"Direct semantic equivalent. 'Other site' in ICD-9 maps directly to 'other site' in ICD-10, both indicating a pressure ulcer not located on specific, commonly coded areas like the sacrum or heel. The unspecified stage is consistent with the lack of stage information in the ICD-9 code."
70709,L89819,2,"Semantically related but less specific. This code specifies the 'head' as the site, whereas the ICD-9 code uses 'other site', which is a broader category. While the head could be considered an 'other site' in some contexts, the ICD-9 code's generality is better captured by L89899."
7078,L98419,1,"This code specifies a chronic non-pressure ulcer at a specific site (buttock), which aligns with the general 'other specified sites' in the ICD-9 code. While 'buttock' is a specific site, it is a plausible interpretation of 'other specified sites' compared to the back, which is less commonly implied by 'other'."
7078,L98429,2,"This code specifies a chronic non-pressure ulcer at a specific site (back). While the back is a possible 'other specified site', it is less specific or commonly associated with the term 'other' than the buttock in the context of chronic ulcers."
7088,L508,1,"L508 'Other urticaria' is the most direct and semantically equivalent match to the ICD-9 code '7088 Other specified urticaria'. It captures the 'other specified' aspect, whereas L506 is a specific type."
7088,L506,2,"L506 'Contact urticaria' is a specific type of urticaria. While it falls under the umbrella of urticaria, it is not the general 'other specified' category represented by the ICD-9 code."
7093,L988,1,"This code represents 'Other specified disorders of the skin and subcutaneous tissue'. The ICD-9 code '7093' refers to 'Degenerative skin disorders'. While 'degenerative' is not explicitly mentioned in L988, it is a broad category for skin conditions not otherwise specified, potentially encompassing degenerative ones. It is the most general and plausible fit among the options."
7093,L921,2,"This code is for 'Necrobiosis lipoidica', a specific type of degenerative skin disorder. While it is a specific type of degenerative skin disorder, the ICD-9 code '7093' is a broader category. Therefore, L921 is less suitable than L988 but more specific than L942."
7093,L942,3,"This code is for 'Calcinosis cutis', which involves calcium deposits in the skin. While some skin conditions can involve calcification, 'Calcinosis cutis' is a distinct condition and not a general term for 'Degenerative skin disorders'. It is the least semantically related option."
7098,L988,1,"This code is a direct counterpart to the ICD-9 code, representing 'Other specified disorders of skin'. It captures the same broad category."
7098,L942,2,"This code represents 'Calcinosis cutis', which is a specific disorder of the skin. While it is a skin disorder, it is much more specific than the ICD-9 code's general category of 'Other specified disorders of skin'. It is less suitable as a general replacement."
7101,M340,1,"Progressive systemic sclerosis is a specific type of systemic sclerosis, making it semantically related, though slightly more specific than the ICD-9 code."
7101,M349,2,"Systemic sclerosis, unspecified is the most direct synonym, though less specific than the ICD-9 code."
7101,M341,3,"CREST syndrome is a specific subtype of systemic sclerosis, but it is a distinct entity from the general term 'Systemic sclerosis' in the ICD-9 code."
7102,M3500,1,Direct synonym match for the general condition 'Sicca syndrome'.
7102,M3501,2,"Represents a specific subtype ('with keratoconjunctivitis') of Sicca syndrome, which is more specific than the ICD-9 code but still semantically related."
7103,M3393,1,"Dermatopolymyositis is a broader category that includes dermatomyositis. The unspecified nature aligns well with the lack of specificity in the ICD-9 code. The 'without myopathy' specifier is less specific than the ICD-9 code, but the core condition is represented."
7103,M3303,2,"This code specifies 'Juvenile dermatomyositis', which is a specific type of dermatomyositis. While the ICD-9 code doesn't specify age, this code captures the core condition. However, it adds the 'juvenile' and 'without myopathy' qualifiers, making it less general than the ICD-9 code."
7103,M3313,3,"Similar to M3303, this code specifies 'Other dermatomyositis without myopathy', implying a type other than juvenile. It captures the core condition but adds specificity ('other' and 'without myopathy') not present in the ICD-9 code."
7103,M3390,4,"This code represents 'Dermatopolymyositis, unspecified, organ involvement unspecified'. While dermatopolymyositis is related to dermatomyositis, this code is quite broad and lacks the specific focus on dermatomyositis present in the ICD-9 code. The 'unspecified organ involvement' adds further ambiguity."
71100,M009,1,Direct synonymy. 'Pyogenic arthritis' in ICD-9 corresponds directly to 'Pyogenic arthritis' in ICD-10. The 'unspecified' in both codes indicates the lack of a specific joint.
71100,M0000,2,"Specific type of pyogenic arthritis. 'Pyogenic' implies bacterial infection, and 'Staphylococcal' is a specific type of bacterial infection. This is a plausible, though more specific, alternative if the causative agent was known to be Staphylococcus."
71100,M0080,3,"Broader category for bacterial arthritis. 'Pyogenic' implies bacterial infection, and 'Arthritis due to other bacteria' covers bacterial causes other than those specifically listed (Staph, Pneumococcus, Strep). This is a plausible alternative if the specific bacteria were unknown but known to be bacterial."
71100,M0010,4,Specific type of pyogenic arthritis. 'Pneumococcal' is a specific type of bacterial infection causing pyogenic arthritis. Less likely than M0000 or M0080 without specific knowledge of the pathogen.
71100,M0020,5,Specific type of pyogenic arthritis. 'Other streptococcal' is a specific type of bacterial infection causing pyogenic arthritis. Less likely than M0000 or M0080 without specific knowledge of the pathogen.
