icd9_code,icd10_code,rank,reason
73005,M86259,2,"Subacute osteomyelitis in the femur is less relevant as it describes a different temporal aspect of the disease, making it a poorer match."
73006,M86169,1,"direct match to acute osteomyelitis, specifically refers to the lower leg (tibia and fibula)"
73006,M86269,2,no_good_match
73007,M86179,1,"This code refers to acute osteomyelitis specifically in the ankle and foot, which matches the ICD-9 description."
73007,M86279,2,"This code refers to subacute osteomyelitis, which is a different temporal classification than the acute condition described in the ICD-9 code."
73008,M8618,1,Directly matches the description of acute osteomyelitis at unspecified site.
73008,M8628,2,"Describes subacute osteomyelitis, which is a different temporal classification from acute osteomyelitis."
73009,M8619,1,Directly corresponds to acute osteomyelitis at multiple sites.
73009,M8629,2,"Refers to subacute osteomyelitis at multiple sites, which is not acute and therefore less relevant."
7324,M9250,1,"Directly corresponds to juvenile osteochondrosis of the tibia and fibula, which are part of the lower extremity."
7324,M9240,2,"Corresponds to juvenile osteochondrosis of the patella, which is in the knee, a part of the lower extremity, but not as specific as the tibia and fibula."
7325,M9270,1,"Directly corresponds to juvenile osteochondrosis of the metatarsus, which is a specific part of the foot."
7325,M9260,2,"Refers to juvenile osteochondrosis of the tarsus, which is part of the ankle, but less specific to the foot compared to metatarsus."
7328,M9380,1,This code directly corresponds to 'Other specified osteochondropathies' which aligns with the description of the ICD-9 code.
7328,M4210,2,"While this code refers to osteochondrosis of the spine, it is a specific type of osteochondropathy, but less relevant than the first candidate."
7328,M931,3,Kienbock's disease is a specific condition under osteochondropathy but does not match the broader category of 'other specified forms'.
73313,M8008XA,1,Directly relates to age-related osteoporosis with current pathological fracture specifically in vertebrae.
73313,M4850XA,2,"Describes a collapsed vertebra due to fracture, though less specific than M8008XA regarding the cause."
73313,M8448XA,3,"Refers to a pathological fracture at other sites, which is less relevant than those specifically mentioning vertebrae."
73313,M8468XA,4,Pathological fracture in other disease but does not specify vertebrae and is less relevant than others.
73315,M84453A,1,"This code directly refers to a pathological fracture of the femur, aligning closely with the ICD-9 description."
73315,M84750A,2,"This code refers to an atypical femoral fracture, which is less specific than the pathological fracture but still pertains to the femur."
73319,M8448XA,1,Directly matches the description of a pathologic fracture at an unspecified site.
73319,M84419A,2,"Specifically refers to the shoulder, which is a body site but is more specific than 'other specified site'."
73319,M84479A,3,"Refers to the toe(s), which is a specific body site but also more specific than 'other specified site'."
73329,M8560,1,"This code directly corresponds to a cyst of bone, matching the description of 'Other bone cyst'."
73329,M8500,2,Fibrous dysplasia is a specific type of bone lesion and not a direct match for 'Other bone cyst'.
73390,M899,1,"This code directly corresponds to a disorder of bone, aligning closely with the unspecified nature of the ICD-9 code."
73390,M949,2,"This code pertains to a disorder of cartilage, which is relevant to the original description of a disorder of bone and cartilage."
73390,M859,3,"While related to bone disorders, this code specifies bone density and structure, which is not directly aligned with the unspecified nature of the original ICD-9 code."
73394,M84376A,1,"Directly corresponds to stress fracture of the metatarsals, which are part of the foot."
73394,M84379A,2,"Refers to stress fractures in the toes, which are not the metatarsals but still in the foot; however, it is less specific."
73395,M8438XA,1,"This code directly corresponds to a stress fracture of 'other site', making it the most relevant match."
73395,M8430XA,2,"This code represents a stress fracture at an unspecified site, which is a broader category but still aligns with the general concept of a stress fracture."
73395,M4840XA,3,"Although this code specifies a fatigue fracture of the vertebra, it is related to the concept of a fracture, but lacks the stress fracture specificity."
73395,M4841XA,4,"This code is a fatigue fracture of a specific vertebral region, but still lacks the specificity of a stress fracture."
73395,M4842XA,5,This code specifies a fatigue fracture in the cervical region but is still not a stress fracture.
73395,M4843XA,6,"This code pertains to a fatigue fracture in the cervicothoracic region, lacking the stress fracture specificity."
73395,M4844XA,7,"This code specifies a fatigue fracture of the thoracic vertebra, which is a different site than the stress fracture of 'other bone'."
73395,M4845XA,8,"This code indicates a fatigue fracture in the thoracolumbar region, which is not related to a stress fracture."
73395,M4846XA,9,This code is for a fatigue fracture in the lumbar region and does not pertain to a stress fracture.
73395,M4847XA,10,"This code represents a fatigue fracture in the lumbosacral region, unrelated to stress fractures."
73395,M4848XA,11,"This code specifies a fatigue fracture in the sacral region, not applicable to a stress fracture."
73395,M84319A,12,"This code specifies a stress fracture in the shoulder, which is a specific site and does not align with 'other bone'."
73395,M84329A,13,"This code pertains to a stress fracture in the humerus, which is not aligned with the broader 'other bone' classification."
73395,M84339A,14,"This code is for a stress fracture in the ulna and radius, which is too specific compared to 'other bone'."
73395,M84343A,15,"This code indicates a stress fracture in the hand, which does not match the broader classification of 'other bone'."
73395,M84373A,16,"This code refers to a stress fracture in the ankle, which is not related to 'other bone' and is too specific."
73399,M898X9,1,"This code specifically refers to 'Other specified disorders of bone', which closely aligns with the ICD-9 description of other disorders of bone and cartilage."
73399,M948X9,2,"This code refers to 'Other specified disorders of cartilage', which is relevant to the cartilage aspect of the ICD-9 description, but less directly than M898X9."
73399,M8930,3,"This code refers to 'Hypertrophy of bone, unspecified site', which is a more specific condition and does not cover the broader category of 'other disorders of bone and cartilage'."
73681,M21759,1,Directly corresponds to 'unequal limb length (acquired)' with specification for the femur.
73681,M21769,2,"Also corresponds to 'unequal limb length (acquired)' but specifies the tibia and fibula, making it less specific than the femur option."
73689,M2180,1,More general category of acquired deformities that could apply to various parts of the limb.
73689,M21969,2,"Specific to lower leg but is unspecified, making it less suitable compared to M2180."
73710,M4000,1,"Directly corresponds to postural kyphosis, matching the acquired nature of the condition."
73710,M40209,2,"While it indicates kyphosis, it is less specific as it does not specify the postural aspect."
73739,M4180,1,"Specifically addresses 'other forms of scoliosis', which aligns well with 'Other kyphoscoliosis and scoliosis' in the ICD-9 description."
73739,M419,2,"While it covers scoliosis, it is more general and does not specify the type, making it less specific than M4180."
73743,M4150,1,"This code describes 'Other secondary scoliosis,' which aligns with the ICD-9 description of scoliosis associated with other conditions."
73743,M4140,2,"This code refers to 'Neuromuscular scoliosis,' which is a specific type of scoliosis but does not directly relate to the broader category of 'other conditions' as described in the ICD-9 code."
7384,M4310,1,"Directly corresponds to spondylolisthesis, matching the condition in the ICD-9 code."
7384,M4300,2,"Related condition (spondylolysis) but not the same as spondylolisthesis; thus, it's a less specific match."
7385,M9983,1,Both involve biomechanical lesions which can be considered deformities in the lumbar region.
7385,M9984,2,"While this code relates to deformities, it is specific to the sacral region, making it less relevant than the lumbar region."
74100,Q054,1,Unspecified spina bifida with hydrocephalus is a direct match to the ICD-9 description.
74100,Q0703,2,"Arnold-Chiari syndrome with spina bifida and hydrocephalus includes spina bifida and hydrocephalus, but specifies Arnold-Chiari syndrome, making it less general."
74100,Q0702,3,"Arnold-Chiari syndrome with hydrocephalus does not mention spina bifida, making it the least relevant match."
74190,Q058,1,"This code specifically refers to sacral spina bifida without hydrocephalus, which is a subtype of spina bifida, aligning closely with the unspecified nature of the ICD-9 description."
74190,Q0701,2,"Although this code includes spina bifida, it specifies Arnold-Chiari syndrome, which is a different condition and not directly related to the ICD-9 description of spina bifida without mention of hydrocephalus."
7422,Q043,1,Other reduction deformities of brain - directly aligns with 'reduction deformities of brain' in the ICD-9 description.
7422,Q041,2,"Arhinencephaly - a specific type of brain deformity, but more specific than 'reduction deformities' without directly matching the broader category."
7422,Q042,3,"Holoprosencephaly - a specific condition related to brain malformations, but not directly related to 'reduction deformities'."
7423,Q038,1,"direct match to congenital hydrocephalus, indicating it is a specific type of the condition."
7423,Q030,2,"related to malformations that can cause hydrocephalus, but not specifically hydrocephalus itself."
7423,Q031,3,"related to atresia that can lead to hydrocephalus, but does not directly represent the condition."
7424,Q048,1,"directly matches the description of 'other specified congenital malformations of brain', aligning closely with the ICD-9 code."
7424,Q046,2,"refers to 'congenital cerebral cysts', which are a specific type of congenital anomaly of the brain, but not as broad as 'other specified'."
7424,Q045,3,"describes 'megalencephaly', a specific condition that is a type of congenital anomaly but does not encompass the broader category of 'other specified congenital anomalies of brain'."
74259,Q068,1,"This code directly corresponds to 'Other specified congenital malformations of spinal cord', matching the description of the ICD-9 code."
74259,Q061,2,"This code refers to 'Hypoplasia and dysplasia of spinal cord', which is a specific type of congenital anomaly, though not explicitly mentioned in the ICD-9 description."
74259,Q063,3,"This code refers to 'Other congenital cauda equina malformations', which is a specific type of congenital anomaly related to the spinal cord but is more specific than the general category in the ICD-9 description."
74259,Q060,4,"This code refers to 'Amyelia', which is a specific condition affecting the spinal cord but does not align closely with the general category of 'Other specified congenital anomalies of spinal cord' in the ICD-9 code."
7428,Q078,1,"Directly corresponds to congenital malformations of the nervous system, matching the specificity and context of the ICD-9 code."
7428,G901,2,"While related to the nervous system, it specifically refers to a hereditary condition rather than a congenital anomaly, making it less relevant."
74336,Q124,1,"Spherophakia is a specific type of congenital lens anomaly that relates closely to lens shape, making it a direct match."
74336,Q128,2,"Other congenital lens malformations encompass a broader range of conditions, including those related to lens shape, but are less specific than spherophakia."
74346,Q132,1,"This code covers other congenital malformations of the iris, which aligns closely with the description of 'other specified congenital anomalies of iris and ciliary body'."
74346,Q130,2,Coloboma of iris is a specific type of congenital anomaly but does not encompass the broader category of 'other specified anomalies'.
74429,Q178,1,"This code captures other specified congenital malformations of the ear, aligning closely with 'Other specified anomalies of ear'."
74429,Q173,2,"This code refers to other misshapen ear, which is a specific type of anomaly of the ear."
74429,Q174,3,"This code refers to a misplaced ear, which is another specific anomaly of the ear."
74429,Q175,4,"This code refers to a prominent ear, which is a specific type of ear anomaly, but less general than the specified anomalies."
74519,Q203,1,"Discordant ventriculoarterial connection is a specific type of transposition of great vessels, aligning closely with the description of other transpositions."
74519,Q208,2,"Other congenital malformations of cardiac chambers and connections may encompass a broader range of conditions, but it does not specifically refer to transposition of great vessels, making it less relevant."
7454,Q210,1,directly corresponds to 'Ventricular septal defect'
7454,I2783,2,related condition (Eisenmenger's syndrome) but not a direct match
7458,Q218,1,"This code specifically addresses congenital malformations of cardiac septa, which directly relates to anomalies of cardiac septal closure."
7458,Q208,2,"This code covers other congenital malformations of cardiac chambers and connections, which is broader and less specific than Q218."
74687,Q248,1,Other specified congenital malformations of heart is the most inclusive and relevant match for malposition of heart and cardiac apex.
74687,Q240,2,Dextrocardia is a specific type of heart malposition but does not encompass all forms of malposition.
74687,Q241,3,"Levocardia is a specific condition that represents a normal position of the heart, which is not relevant to malposition."
74689,Q248,1,"This code directly corresponds to 'Other specified congenital malformations of heart', making it the most semantically appropriate match."
74689,Q238,2,"This code specifies malformations of aortic and mitral valves, which is a more specific subset of congenital anomalies of the heart but does not cover all specified anomalies."
7469,Q249,1,More general category that encompasses unspecified congenital anomalies of the heart.
7469,Q209,2,"Specific to malformations of cardiac chambers and connections, which is a subset of heart anomalies."
74721,Q2545,1,"Double aortic arch is a specific anomaly of the aortic arch, directly related to the description."
74721,Q2546,2,"Tortuous aortic arch is a specific type of aortic arch anomaly, relevant to the broader category."
74721,Q2547,3,"Right aortic arch is another specific type of anomaly of the aortic arch, making it relevant."
74722,Q2529,1,"This code refers to other forms of aortic atresia, which is directly related to the ICD-9 description of atresia of the aorta."
74722,Q253,2,"This code refers to supravalvular aortic stenosis, which is a specific type of stenosis but does not directly correspond to atresia."
74729,Q2549,1,"Other congenital malformations of aorta is a broad category that encompasses various anomalies, aligning well with the general description of 'other anomalies of aorta'."
74729,Q2541,2,"Absence and aplasia of aorta is a specific anomaly of the aorta, which is relevant but more specific than 'other anomalies'."
74729,Q2542,3,"Hypoplasia of aorta refers to underdevelopment of the aorta, which is a specific condition but still falls under anomalies."
74729,Q2543,4,"Congenital aneurysm of aorta is a specific type of anomaly, but it is more particular than the general category of 'other anomalies'."
74729,Q2544,5,"Congenital dilation of aorta is another specific type of anomaly, but again more specific than the general description."
74729,Q2548,6,"Anomalous origin of subclavian artery is related to a vascular anomaly but does not specifically pertain to the aorta, making it less relevant."
74731,Q255,1,"Direct match to atresia of the pulmonary artery, a specific condition described in the ICD-9 code."
74731,Q2571,2,"Related condition of coarctation of the pulmonary artery, closely associated with the ICD-9 description but less specific than atresia."
74739,Q2579,1,"This code specifically addresses 'other congenital malformations of pulmonary artery', which aligns closely with the general category of 'other anomalies' described in the ICD-9 code."
74739,Q256,2,"While stenosis of the pulmonary artery is a specific condition related to the pulmonary artery, it does not encompass the broader category of 'other anomalies' as described in the ICD-9 code."
74749,Q268,1,"This code captures other congenital malformations of great veins, aligning closely with the broader category of 'other anomalies of great veins'."
74749,Q261,2,"Persistent left superior vena cava is a specific type of anomaly of the great veins, making it a relevant but narrower match."
74749,Q260,3,"Congenital stenosis of vena cava is a specific condition affecting the great veins but is less broadly aligned with 'other anomalies', thus ranked lower."
74781,Q282,1,Directly refers to a specific type of anomaly (arteriovenous malformation) within the cerebrovascular system.
74781,Q283,2,"Refers to other malformations of cerebral vessels, which is a broader category but still relates to anomalies of the cerebrovascular system."
7481,Q308,1,"Other congenital malformations of nose is a broader category that encompasses various anomalies, including those described in ICD-9 code 7481."
7481,Q301,2,Agenesis and underdevelopment of nose is a specific type of anomaly that can be related but is more specific than the general category of 'other anomalies'.
7481,Q302,3,"Fissured, notched and cleft nose describes a specific type of nose anomaly that is less general than the term 'other anomalies'."
7483,Q318,1,"This code covers other congenital malformations of the larynx, which aligns closely with the general category of 'other anomalies of larynx, trachea, and bronchus'."
7483,Q321,2,"This code specifically addresses congenital malformations of the trachea, fitting the broader category of anomalies of the trachea and bronchus."
7483,Q324,3,"This code covers congenital malformations of the bronchus, which is also relevant to the broader category of anomalies."
7483,Q311,4,"This code is specific to congenital subglottic stenosis, which is a specific condition related to the larynx, but it is narrower than the broader category in the ICD-9 code."
7483,Q313,5,Laryngocele is a specific condition affecting the larynx but does not encompass the broader category of anomalies described in the ICD-9 code.
7485,Q336,1,"Directly corresponds to 'hypoplasia and dysplasia of lung', maintaining specificity."
7485,Q333,2,"Specifically addresses 'agenesis of lung', which is part of the broader category in the ICD-9 description."
7485,Q332,3,Sequestration of lung is a different condition and does not match the description.
74869,Q338,1,"This code captures other congenital malformations of the lung, which is a broader category that encompasses various anomalies, aligning closely with 'Other congenital anomalies of lung'."
74869,Q331,2,"Accessory lobe of lung is a specific type of congenital anomaly, though it does not represent the broader category of 'other' anomalies."
74869,Q335,3,"Ectopic tissue in lung is a specific condition that may not be included under the 'other congenital anomalies' umbrella, making it a less relevant match."
7488,Q348,1,"This code directly corresponds to 'Other specified congenital malformations of respiratory system,' matching the description of the ICD-9 code closely."
7488,Q340,2,Anomaly of pleura is related to respiratory system anomalies but is more specific and does not encompass other types of respiratory system anomalies.
7488,Q341,3,Congenital cyst of mediastinum is a specific type of anomaly but does not cover the broader category of 'other specified anomalies' indicated in the ICD-9 code.
74902,Q359,1,"Q359 describes a cleft palate but does not specify laterality or completeness, making it a broader match to 'cleft palate, unilateral, incomplete'."
74902,Q357,2,"Q357 specifies 'cleft uvula', which is not directly related to 'cleft palate' and thus is a less relevant match."
7503,Q391,1,Atresia of esophagus with tracheo-esophageal fistula is the most closely related as it includes both atresia and the presence of a fistula.
7503,Q390,2,Atresia of esophagus without fistula is relevant but lacks the fistula component present in the ICD-9 code.
7503,Q393,3,Congenital stenosis and stricture of esophagus is related to the esophagus but does not address atresia or fistula.
7503,Q392,4,"Congenital tracheo-esophageal fistula without atresia is relevant to fistula but lacks atresia, making it less specific."
7503,Q394,5,"Esophageal web is not directly related to atresia or fistula, making it the least relevant option."
7504,Q398,1,"This code covers 'Other congenital malformations of esophagus', which aligns closely with 'Other specified anomalies of esophagus' as it includes unspecified or various anomalies."
7504,Q395,2,"This code refers to 'Congenital dilatation of esophagus', which is a specific anomaly but still pertains to esophageal anomalies. However, it is more specific than the general 'other specified anomalies'."
7504,Q396,3,"This code indicates 'Congenital diverticulum of esophagus', which is a specific type of anomaly. It is relevant but is more limited in scope compared to the broader 'other specified anomalies' category."
7507,Q402,1,"This code directly relates to specified congenital malformations of the stomach, aligning closely with the description of 'other specified anomalies of stomach'."
7507,Q395,2,"Although related to esophageal anomalies, this code does not pertain to the stomach specifically, making it less relevant."
7509,Q409,1,"This code directly corresponds to the unspecified anomaly of the upper alimentary tract, matching the ICD-9 description."
7509,Q385,2,"While related to congenital malformations, this code specifically refers to the palate and does not encompass the broader category of upper alimentary tract anomalies."
7515,Q438,1,"This code directly relates to 'Other specified congenital malformations of intestine', making it the best match for 'Other anomalies of intestine'."
7515,Q434,2,"Duplication of intestine is a specific type of anomaly that falls under intestinal anomalies, though it is more specific than the broader category."
7515,Q437,3,Persistent cloaca is a specific condition related to intestinal anomalies but is more specialized and less general than the broader category.
7515,Q435,4,"Ectopic anus is related to anomalies but is not specific to the intestine itself, making it the least relevant to the general category of intestinal anomalies."
75160,Q441,1,"Directly relates to gallbladder anomalies, aligning with the site mentioned in the ICD-9 description."
75160,Q445,2,"Relates to bile duct anomalies, which are part of the specified anatomical areas in the ICD-9 description."
75160,Q447,3,"Pertains to liver anomalies, also relevant to the anatomical sites mentioned in the ICD-9 description."
75169,Q441,1,Other congenital malformations of gallbladder directly relates to anomalies of the gallbladder.
75169,Q445,2,Other congenital malformations of bile ducts is relevant to anomalies of the bile ducts.
75169,Q447,3,Other congenital malformations of liver relates to anomalies of the liver.
75169,Q444,4,Choledochal cyst is a specific condition that may be considered an anomaly of the bile ducts but is more specific than 'other anomalies'.
7517,Q453,1,"Other congenital malformations of pancreas and pancreatic duct encompasses a broader range of anomalies, including various malformations that could relate to the general category of anomalies of the pancreas."
7517,Q450,2,"Agenesis, aplasia and hypoplasia of pancreas are specific types of anomalies, making it a relevant but narrower match to the general term 'anomalies of pancreas'."
7517,Q451,3,Annular pancreas is a specific type of anomaly but is less common than other types and does not cover the broader category of anomalies as well as Q453.
7520,Q5039,1,"Other congenital malformation of ovary is a broad category that encompasses various anomalies, making it the most semantically relevant option."
7520,Q5001,2,"Congenital absence of ovary, unilateral is a specific anomaly of the ovaries, aligning closely with the general description of anomalies."
7520,Q5002,3,"Congenital absence of ovary, bilateral also represents an anomaly of the ovaries, but is less common compared to unilateral absence."
7520,Q5031,4,"Accessory ovary indicates a variation in ovarian structure, but it is less directly related to the concept of anomalies compared to absence or malformation."
7520,Q5032,5,"Ovarian streak describes a specific condition that can be considered an anomaly, but it is more specific and less common, making it the least aligned with the broad category of anomalies."
75211,Q504,1,"Direct match for embryonic cyst of fallopian tube, aligning closely with the ICD-9 description."
75211,Q505,2,"Matches embryonic cyst of broad ligament, which is part of the broader context of the ICD-9 description."
7522,Q5110,1,Directly describes the condition of doubling of the uterus with additional specific details about cervix and vagina.
7522,Q512,2,"Describes other forms of doubling of the uterus, but lacks the specific details present in Q5110."
75241,Q516,1,"This code directly corresponds to the embryonic cyst of the cervix, matching the specific anatomical site and condition described in the ICD-9 code."
75241,Q524,2,"While this code pertains to congenital malformations of the vagina, it is broader and does not specifically denote an embryonic cyst, making it a less precise match."
75247,Q52120,1,Exact match in meaning; nonobstructing longitudinal vaginal septum.
75247,Q52121,2,Specific to obstructing longitudinal vaginal septum on the right side; closely related.
75247,Q52122,3,Specific to obstructing longitudinal vaginal septum on the left side; closely related.
75247,Q52123,4,Specific to microperforate longitudinal vaginal septum on the right side; related but with additional detail.
75247,Q52124,5,Specific to microperforate longitudinal vaginal septum on the left side; related but with additional detail.
75247,Q52129,6,General category for other and unspecified types of longitudinal vaginal septum; least specific.
75249,Q51828,1,Other congenital malformations of cervix directly relates to anomalies of cervix.
75249,Q515,2,Agenesis and aplasia of cervix is a specific anomaly of the cervix.
75249,Q51821,3,Hypoplasia of cervix is a specific anomaly that pertains to the cervix.
75249,Q524,4,Other congenital malformations of vagina relates to anomalies of the vagina.
75249,Q5210,5,Doubling of vagina is a specific anomaly related to the vagina.
75249,Q522,6,Congenital rectovaginal fistula pertains to the vagina and is an anomaly.
75249,Q525,7,Fusion of labia is a malformation related to external female genitalia.
75249,Q526,8,Congenital malformation of clitoris is related to the external female genitalia.
75249,Q5270,9,Unspecified congenital malformations of vulva relates to anomalies of external female genitalia.
75249,Q5271,10,Congenital absence of vulva is a specific anomaly of the external female genitalia.
75249,Q5279,11,Other congenital malformations of vulva relates to anomalies of external female genitalia.
75249,Q510,12,Agenesis and aplasia of uterus does not relate to cervix or vagina.
75249,Q528,13,Other specified congenital malformations of female genitalia is vague and does not specify the cervix or vagina.
75251,Q539,1,"directly corresponds to 'undescended testicle, unspecified', matching the ICD-9 description."
75251,Q5313,2,"specific type of undescended testis (unilateral high scrotal), but not a direct match to the general term."
75269,Q5569,1,"Other congenital malformation of penis is broader and includes various anomalies of the penis, aligning well with 'Other penile anomalies'."
75269,Q5563,2,"Congenital torsion of penis is a specific type of penile anomaly but does not encompass all other penile anomalies, making it a less suitable match."
75289,Q528,1,"directly relates to anomalies of female genitalia, matching the category of specified anomalies."
75289,Q558,2,"covers other specified congenital malformations of male genital organs, which aligns with the broader category of genital anomalies."
75289,Q550,3,"specific to absence and aplasia of testis, which is a specific type of anomaly in male genital organs."
75289,Q551,4,hypoplasia of testis and scrotum is a specific condition under male genital anomalies.
75289,Q5521,5,"polyorchism is a specific congenital condition related to testis, fitting within the realm of genital anomalies."
75289,Q5529,6,other congenital malformations of testis and scrotum represent a broader category of male genital anomalies.
75289,Q553,7,atresia of vas deferens is a specific anomaly related to male genital organs but is more focused on a specific duct.
7530,Q602,1,"synonymy with 'Renal agenesis, unspecified' directly corresponds to 'Renal agenesis' in ICD-9."
7530,Q605,2,no_good_match
75310,Q619,1,"direct match in description with 'Cystic kidney disease, unspecified'"
75310,Q6100,2,"related to renal cysts but specifies 'congenital', which is not indicated in the ICD-9 description"
75319,Q618,1,This code is a direct match for 'Other cystic kidney diseases' and covers a broader range of conditions that fit the description.
75319,Q6102,2,"While this code refers to congenital multiple renal cysts, it is more specific and does not encompass all other cystic kidney diseases."
75329,Q6211,1,"Specifically addresses the obstruction at the ureteropelvic junction, which is a more precise location within the renal pelvis and ureter."
75329,Q6210,2,"General occlusion of the ureter without specification, making it less precise than Q6211."
7533,Q638,1,Other specified congenital malformations of kidney - closely matches the 'other specified anomalies' description.
7533,Q630,2,"Accessory kidney - a specific type of kidney anomaly, relevant but more specific."
7533,Q631,3,"Lobulated, fused and horseshoe kidney - a specific type of kidney anomaly, relevant but more specific."
7533,Q632,4,"Ectopic kidney - a specific type of kidney anomaly, relevant but more specific."
7533,Q633,5,"Hyperplastic and giant kidney - a specific type of kidney anomaly, relevant but more specific."
7534,Q628,1,"Broad category covering 'other specified anomalies of ureter', including various congenital malformations."
7534,Q6261,2,"Specific anomaly related to the position of the ureter, which falls under the category of ureter anomalies."
7534,Q6262,3,"Specific anomaly related to the displacement of the ureter, relevant to ureter anomalies."
7534,Q6263,4,"Specific anomaly related to the implantation of the ureter, relevant to ureter anomalies."
7534,Q624,5,A specific condition (agenesis) that is more restrictive than 'other anomalies' but still relevant.
7534,Q625,6,Specific condition (duplication) that is less aligned with the general description of 'other specified anomalies'.
7536,Q6439,1,Directly corresponds to atresia and stenosis of urethra and bladder neck with specificity for other cases.
7536,Q6431,2,"Specific to bladder neck obstruction, closely related to stenosis of bladder neck."
7536,Q6432,3,"Directly relates to stricture of the urethra, which is a form of stenosis."
7536,Q6433,4,"Relates to stricture at the urinary meatus, which is an area of the urethra."
7536,Q642,5,"While it pertains to a urethral condition, it specifically refers to posterior urethral valves, which is less related to atresia and stenosis."
7538,Q6479,1,Directly matches 'Other specified anomalies of bladder and urethra' as it refers to other congenital malformations.
7538,Q645,2,Refers to a specific congenital condition (absence of bladder and urethra) which is a significant anomaly related to the bladder and urethra.
7538,Q646,3,Describes a specific congenital condition (diverticulum of bladder) which is related to bladder anomalies.
7538,Q6471,4,Describes a specific anomaly (prolapse of urethra) which is related to urethral anomalies.
7538,Q6473,5,"Describes a specific congenital condition (urethrorectal fistula) which involves both urethra and rectum, related to anomalies."
7538,Q6474,6,Describes a specific congenital condition (double urethra) which is an anomaly of the urethra.
7538,Q6475,7,Describes a specific congenital condition (double urinary meatus) which is an anomaly related to urethral structure.
7540,Q674,1,"This code represents 'Other congenital deformities of skull, face and jaw', which encompasses a wide range of congenital deformities similar to the general category of the ICD-9 code."
7540,Q670,2,Congenital facial asymmetry is a specific type of deformity that falls under the broader category of facial deformities mentioned in the ICD-9 code.
7540,Q671,3,"Congenital compression facies is a specific type of deformity related to facial structure, aligning with the context of the ICD-9 code."
7540,Q673,4,Plagiocephaly is a specific deformity of the skull that is relevant to cranial deformities mentioned in the ICD-9 code.
7540,Q672,5,"Dolichocephaly, while a specific type of cranial deformity, is less directly related to the general category of congenital deformities of the skull, face, and jaw compared to the other codes."
7542,Q675,1,Directly matches the description of congenital deformity of spine.
7542,Q763,2,"Specific type of congenital deformity related to scoliosis, which is a form of spinal deformity."
7542,Q76425,3,"Specific type of congenital lordosis affecting the thoracolumbar region, relevant to spinal deformities."
7542,Q76426,4,"Specific type of congenital lordosis affecting the lumbar region, relevant to spinal deformities."
7542,Q76427,5,"Specific type of congenital lordosis affecting the lumbosacral region, relevant to spinal deformities."
7542,Q76428,6,"Specific type of congenital lordosis affecting the sacral and sacrococcygeal region, relevant to spinal deformities."
75459,Q663,1,"Other congenital varus deformities of feet is a broader category that encompasses various types of varus deformities, aligning closely with 'other varus deformities of feet'."
75459,Q661,2,"Congenital talipes calcaneovarus is a specific type of varus deformity but does not cover the broader category of 'other varus deformities', making it less relevant."
75461,Q6650,1,"Exact match in meaning to congenital pes planus, specifying it as an unspecified foot condition."
75461,Q6680,2,No good match; congenital vertical talus deformity is a different condition than pes planus.
75489,Q678,1,"Both codes refer to congenital deformities, with Q678 specifically addressing anomalies in the chest, which aligns with the general category of 'other specified nonteratogenic anomalies'."
75489,Q681,2,"Q681 relates to congenital deformities of the fingers and hands, which, while specific, falls under the broader category of congenital anomalies."
75489,Q743,3,"Q743 refers to a specific congenital condition (arthrogryposis multiplex congenita), which, while related to congenital deformities, is more specific and does not broadly align with the category of 'other specified nonteratogenic anomalies'."
75520,Q7190,1,Direct match in description as both indicate unspecified reduction defect of upper limb.
75520,Q71899,2,"Related concept of other reduction defects, but less specific than Q7190."
75539,Q7230,1,"Congenital absence relates closely to deficiency of phalanges, making it a better match."
75539,Q7270,2,"While it refers to a split foot, it is less specific to phalangeal deficiency and does not directly match the diagnosis."
75564,Q682,1,Exact match in terminology for congenital deformity of the knee.
75564,Q741,2,"Related concept of congenital malformation of the knee, slightly less specific than deformity."
7560,Q759,1,"This code directly addresses congenital malformations of skull and face bones, making it the most appropriate match."
7560,Q750,2,"Craniosynostosis is a specific type of skull anomaly, relevant but more specific than the general category of anomalies."
7560,Q752,3,Hypertelorism is a specific condition related to facial bone structure but does not encompass the broader category of skull and face bone anomalies.
75619,Q7649,1,"This code refers to other congenital malformations of the spine, which aligns closely with the general description of 'other anomalies of spine' in ICD-9."
75619,Q76419,2,"While this code pertains to congenital kyphosis, it is more specific and does not encompass the broader range of anomalies indicated by 'other anomalies of spine'."
7563,Q766,1,"This code directly refers to other congenital malformations of ribs, which aligns closely with the ICD-9 description of anomalies of ribs."
7563,Q767,2,"This code specifically pertains to congenital malformations of the sternum, making it relevant to the overall category of sternum anomalies."
7563,Q772,3,This code describes a specific condition (short rib syndrome) that may fall under rib anomalies but is not directly synonymous with the general description of anomalies.
7564,Q774,1,"Achondroplasia is a specific type of chondrodystrophy, making it the closest match."
7564,Q778,2,Other osteochondrodysplasia encompasses a broader category that includes various forms of chondrodystrophy.
7564,Q771,3,Thanatophoric short stature is a specific subtype of skeletal dysplasia but is less directly related to general chondrodystrophy compared to the others.
7564,Q784,4,"Enchondromatosis is a different condition involving cartilage tumors, not directly related to chondrodystrophy."
7566,Q791,1,"Other congenital malformations of diaphragm includes a broader range of anomalies, aligning well with 'anomalies of diaphragm'."
7566,Q790,2,Congenital diaphragmatic hernia is a specific type of anomaly but does not encompass all possible anomalies of the diaphragm.
75671,Q794,1,exact_match
75671,Q7951,2,no_good_match
