,Unnamed: 0,icd9_code,icd10_code,rank,reason
3569,3569.0,81109,S42116A,2,"Similar to S42113A, this code represents a 'Nondisplaced fracture of body of scapula, unspecified shoulder, initial encounter for closed fracture'. It specifies the 'body' of the scapula and 'nondisplaced', which is another plausible interpretation of the 'other' category in ICD-9. It also matches the 'closed fracture' aspect."
3570,3570.0,81109,S42199A,3,"This code represents 'Fracture of other part of scapula, unspecified shoulder, initial encounter for closed fracture'. It directly maps the 'other part of scapula' from the ICD-9 description. However, 'other part' is less specific than specifying a particular part like the body (as in S42113A and S42116A), making it slightly less ideal, though still a direct match for the 'other' descriptor."
3571,3571.0,81112,S42133B,1,"The ICD-9 code specifies an 'open fracture'. The ICD-10 code S42133B explicitly includes 'open fracture' in its description, indicating a direct semantic match for the fracture type. The ICD-9 code does not specify displaced or nondisplaced, so S42133B (displaced) is a reasonable interpretation, although S42136B (nondisplaced) is also plausible. The 'unspecified shoulder' aligns with the lack of laterality in the ICD-9 code."
3572,3572.0,81112,S42136B,2,"Similar to S42133B, this code correctly identifies the 'open fracture' of the 'coracoid process'. The ICD-9 code does not specify displaced or nondisplaced, making S42136B (nondisplaced) a plausible interpretation, though perhaps slightly less common than displaced fractures. The 'unspecified shoulder' aligns with the lack of laterality in the ICD-9 code."
3573,3573.0,81201,S42213A,1,"The ICD-9 code specifies a 'closed fracture' and the 'surgical neck of humerus'. The ICD-10 code S42213A specifies a 'displaced fracture' of the 'surgical neck of unspecified humerus' and 'initial encounter for closed fracture'. While the ICD-9 code doesn't explicitly state 'displaced', 'fracture' often implies displacement unless otherwise specified. The 'closed fracture' aspect matches exactly."
3574,3574.0,81201,S42216A,2,"The ICD-9 code specifies a 'closed fracture' and the 'surgical neck of humerus'. The ICD-10 code S42216A specifies a 'nondisplaced fracture' of the 'surgical neck of unspecified humerus' and 'initial encounter for closed fracture'. The 'closed fracture' aspect matches exactly, but the ICD-9 code doesn't explicitly state 'nondisplaced', making this a less likely match than S42213A which covers the possibility of displacement."
3575,3575.0,81202,S42293A,1,"This code captures the 'fracture of upper end of humerus' and 'closed fracture' aspect. The 'unspecified' side is a reasonable default when laterality is not given in the ICD-9 code, and 'displaced' is a common type of fracture, although not explicitly stated in ICD-9. It is the closest general match."
3576,3576.0,81202,S42295A,2,"This code also captures 'fracture of upper end of humerus' and 'closed fracture'. However, it specifies the 'left' humerus, which is not mentioned in the ICD-9 code. While 'nondisplaced' is another common type, the lack of laterality makes S42293A a slightly better fit for the unspecified ICD-9 code."
3577,3577.0,81203,S42253A,1,"The ICD-9 code specifies a 'closed fracture' and 'greater tuberosity of humerus'. The ICD-10 code 'S42253A' specifies a 'displaced fracture of greater tuberosity of unspecified humerus' and 'closed fracture'. While the ICD-9 code does not specify displacement, 'displaced' is a common type of fracture and is more specific than 'nondisplaced'. The unspecified humerus is acceptable as the ICD-9 code does not specify laterality."
3578,3578.0,81203,S42256A,2,"The ICD-9 code specifies a 'closed fracture' and 'greater tuberosity of humerus'. The ICD-10 code 'S42256A' specifies a 'nondisplaced fracture of greater tuberosity of unspecified humerus' and 'closed fracture'. This code is less specific than S42253A as 'nondisplaced' is a specific type of fracture, but the ICD-9 code doesn't explicitly state displacement. However, it correctly captures the body site and fracture type."
3579,3579.0,81209,S42293A,1,"ICD-9 '81209' specifies 'closed fracture of upper end of humerus'. ICD-10 'S42293A' maps to 'Other displaced fracture of upper end of unspecified humerus, initial encounter for closed fracture'. While ICD-9 doesn't specify displacement, 'displaced' is a possible subtype of fracture. 'Upper end of humerus' is directly comparable. The 'closed fracture' aspect is also captured. 'Unspecified humerus' is less specific than the ICD-9, but it's the closest match among the candidates."
3580,3580.0,81209,S42296A,2,"ICD-10 'S42296A' maps to 'Other nondisplaced fracture of upper end of unspecified humerus, initial encounter for closed fracture'. Similar to S42293A, it captures 'closed fracture' and 'upper end of humerus'. However, 'nondisplaced' is also a specific subtype not mentioned in ICD-9, making it slightly less likely than 'displaced' as a general match for 'other closed fracture'. The 'unspecified humerus' is also less specific."
3581,3581.0,81219,S42293B,1,"The ICD-9 code specifies an 'open fracture' and 'upper end of humerus'. The ICD-10 code S42293B captures 'open fracture', 'upper end of unspecified humerus', and 'initial encounter'. While the ICD-9 code doesn't specify displaced/nondisplaced, S42293B is a plausible match for an unspecified open fracture, implying displacement is present or not specified."
3582,3582.0,81219,S42296B,2,"Similar to S42293B, this code captures 'open fracture' and 'upper end of unspecified humerus'. However, it specifies 'nondisplaced', which is less likely for an unspecified open fracture compared to a displaced one (S42293B), although still possible."
3583,3583.0,81241,S42413A,1,"ICD-9 code 81241 specifies a 'closed supracondylar fracture of humerus'. ICD-10 code S42413A describes a 'displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture'. The 'closed' and 'supracondylar fracture of humerus' components match well. The ICD-9 code does not specify displacement or laterality, but S42413A captures the 'closed' aspect and the core fracture type. 'Displaced' is a plausible interpretation of a fracture without further detail."
3584,3584.0,81241,S42416A,2,"ICD-10 code S42416A describes a 'nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture'. This code also matches the 'closed' and 'supracondylar fracture of humerus' components. However, 'nondisplaced' is a specific detail not present in the ICD-9 code, making it slightly less likely than the 'displaced' option (S42413A) which is also not specified in the ICD-9 code."
3585,3585.0,81242,S42453A,1,"Directly maps 'fracture of lateral condyle of humerus'. 'Displaced' is a common type of closed fracture, though not explicitly stated in ICD-9. 'Initial encounter for closed fracture' matches the ICD-9 description."
3586,3586.0,81242,S42456A,2,"Directly maps 'fracture of lateral condyle of humerus'. 'Nondisplaced' is a common type of closed fracture, though not explicitly stated in ICD-9. 'Initial encounter for closed fracture' matches the ICD-9 description."
3587,3587.0,81242,S42433A,3,"Maps 'fracture of lateral epicondyle of humerus', which is anatomically distinct from the 'lateral condyle' in the ICD-9 description. 'Displaced (avulsion)' is a type of fracture."
3588,3588.0,81242,S42436A,4,"Maps 'fracture of lateral epicondyle of humerus', which is anatomically distinct from the 'lateral condyle' in the ICD-9 description. 'Nondisplaced (avulsion)' is a type of fracture."
3589,3589.0,81243,S42463A,1,"Matches 'closed fracture', 'medial condyle', and 'humerus'. 'Displaced' is a possible interpretation of 'closed fracture' in the absence of further detail, though 'nondisplaced' is also possible. 'Unspecified' humerus is acceptable as the ICD-9 code does not specify laterality."
3590,3590.0,81243,S42466A,2,"Matches 'closed fracture', 'medial condyle', and 'humerus'. 'Nondisplaced' is a possible interpretation of 'closed fracture' in the absence of further detail, though 'displaced' is also possible. 'Unspecified' humerus is acceptable as the ICD-9 code does not specify laterality."
3591,3591.0,81243,S42443A,3,"Matches 'fracture', 'medial epicondyle', and 'humerus'. However, 'epicondyle' is less specific than 'condyle'. 'Displaced (avulsion)' is a specific type of fracture not explicitly stated in the ICD-9 code, and 'avulsion' is not mentioned."
3592,3592.0,81243,S42446A,4,"Matches 'fracture', 'medial epicondyle', and 'humerus'. However, 'epicondyle' is less specific than 'condyle'. 'Nondisplaced (avulsion)' is a specific type of fracture not explicitly stated in the ICD-9 code, and 'avulsion' is not mentioned."
3593,3593.0,81244,S42473A,1,"The ICD-9 code specifies a 'closed fracture' and 'unspecified condyle(s) of humerus'. The ICD-10 code 'S42473A' specifies a 'displaced transcondylar fracture' which involves the condyles, is 'closed', and 'unspecified humerus'. While 'transcondylar' is more specific than 'condyle(s)', it is the closest anatomical match among the candidates, and the 'displaced' aspect is a valid fracture type, even if not explicitly mentioned in the ICD-9 code. The 'unspecified humerus' aligns with the ICD-9 code's lack of laterality."
3594,3594.0,81244,S42476A,2,"Similar to S42473A, this code specifies a 'closed' fracture involving the 'condyles' (via 'transcondylar') of the 'unspecified humerus'. The 'nondisplaced' aspect is a valid fracture type, although not specified in the ICD-9 code. It is slightly less preferred than S42473A only because the ICD-9 code doesn't specify displacement status, and both 'displaced' and 'nondisplaced' are possibilities, making both candidates equally plausible semantically, but S42473A is listed first."
3595,3595.0,81249,S42493A,1,"Matches 'fracture of lower end of humerus' and 'closed fracture'. 'Other' is captured by the 'Other' in the ICD-10 code. The displacement is not specified in the ICD-9 code, but 'displaced' is a plausible type of fracture, making it a reasonable, though not perfect, match."
3596,3596.0,81249,S42496A,2,"Matches 'fracture of lower end of humerus' and 'closed fracture'. 'Other' is captured by the 'Other' in the ICD-10 code. The displacement is not specified in the ICD-9 code, but 'nondisplaced' is a plausible type of fracture, making it a reasonable, though not perfect, match."
3597,3597.0,81251,S42413B,1,"Matches 'open supracondylar fracture of humerus'. Includes 'open fracture' and 'supracondylar fracture of humerus'. 'Displaced' is a possible detail, though not explicitly stated in the ICD-9 code."
3598,3598.0,81251,S42416B,2,"Matches 'open supracondylar fracture of humerus'. Includes 'open fracture' and 'supracondylar fracture of humerus'. 'Nondisplaced' is a possible detail, though not explicitly stated in the ICD-9 code."
3599,3599.0,81252,S42453B,1,"Matches 'Open fracture of lateral condyle of humerus'. The 'Open' is captured by the 'B' character. 'Displaced' is a plausible interpretation of an unspecified open fracture, although the ICD-9 code doesn't explicitly state displacement."
3600,3600.0,81252,S42456B,2,"Matches 'Open fracture of lateral condyle of humerus'. The 'Open' is captured by the 'B' character. 'Nondisplaced' is a plausible interpretation of an unspecified open fracture, although the ICD-9 code doesn't explicitly state displacement."
3601,3601.0,81254,S42473B,1,"The ICD-9 code specifies an 'open fracture' of the 'humerus condyle(s)'. ICD-10 code S42473B describes a 'displaced transcondylar fracture' of the 'humerus' and explicitly includes 'open fracture'. While 'transcondylar' is more specific than 'condyle(s)', it encompasses the condyles, and the 'displaced' nature adds detail not in the original code but doesn't contradict it. The 'unspecified humerus' part is less specific than the original but acceptable. The 'initial encounter' detail is standard for fracture coding."
3602,3602.0,81254,S42476B,2,"Similar to S42473B, this code describes an 'open fracture' of the 'humerus' and specifies the 'transcondylar' location. However, it describes a 'nondisplaced' fracture, which is a specific type of fracture not mentioned in the ICD-9 code. While 'nondisplaced' doesn't contradict 'open fracture', it's less general than the original code, which doesn't specify displacement. The 'unspecified humerus' is also less specific. The 'initial encounter' detail is standard."
3603,3603.0,81259,S42493B,1,"The ICD-9 code specifies an 'open fracture' of the 'lower end of humerus'. The ICD-10 code 'S42493B' describes an 'open fracture' of the 'lower end of unspecified humerus' and specifies 'displaced'. While the ICD-9 code doesn't explicitly state 'displaced', 'open fracture' often implies displacement, making this a reasonable semantic match. The 'unspecified' part covers the lack of laterality in the ICD-9 code."
3604,3604.0,81259,S42496B,2,"This code also describes an 'open fracture' of the 'lower end of unspecified humerus', matching the core elements of the ICD-9 code. However, it specifies 'nondisplaced', which is less likely for an 'open fracture' than 'displaced', making it a slightly less probable match than S42493B based solely on the description."
3605,3605.0,81301,S52023A,1,"The ICD-9 code specifies a 'closed fracture' of the 'olecranon process of ulna'. ICD-10 code S52023A describes a 'displaced fracture' of the 'olecranon process' of the 'unspecified ulna' and specifies it's a 'closed fracture'. The ICD-9 code does not specify displacement, but 'displaced' is a common type of fracture and is more specific than 'nondisplaced'. The 'unspecified ulna' in S52023A is consistent with the ICD-9 code, which doesn't specify right or left."
3606,3606.0,81301,S52026A,2,"The ICD-9 code specifies a 'closed fracture' of the 'olecranon process of ulna'. ICD-10 code S52026A describes a 'nondisplaced fracture' of the 'olecranon process' of the 'unspecified ulna' and specifies it's a 'closed fracture'. While 'nondisplaced' is a possible type of fracture, 'displaced' (as in S52023A) is often the default assumption when displacement isn't specified, making S52023A a slightly better match semantically for the unspecified ICD-9 code."
3607,3607.0,81302,S52043A,1,"Matches 'closed fracture' and 'coronoid process of ulna'. The ICD-9 code does not specify displaced vs. nondisplaced, but S52043A is a valid option representing a specific type of fracture at this location."
3608,3608.0,81302,S52046A,2,"Matches 'closed fracture' and 'coronoid process of ulna'. The ICD-9 code does not specify displaced vs. nondisplaced, but S52046A is a valid option representing a specific type of fracture at this location."
3609,3609.0,81304,S52099A,1,"This code captures 'Other fracture' which aligns with the 'Other and unspecified' in the ICD-9 description, specifically for the 'upper end' (proximal end) of the 'ulna', and specifies 'closed fracture' and 'initial encounter'."
3610,3610.0,81304,S52009A,2,"This code captures 'Unspecified fracture' of the 'upper end' (proximal end) of the 'ulna', and specifies 'closed fracture' and 'initial encounter'. While the ICD-9 code includes 'unspecified', the 'Other' part is better captured by S52099A. This code is a plausible alternative if the 'Other' aspect is less emphasized."
3611,3611.0,81305,S52123A,1,"The ICD-9 code specifies a 'closed fracture' and 'head of radius'. The ICD-10 code 'S52123A' specifies a 'displaced fracture of head of unspecified radius, initial encounter for closed fracture'. While the ICD-9 code does not specify displacement, 'displaced' is a plausible type of fracture for the head of the radius. The 'closed fracture' aspect is captured. 'Unspecified radius' is acceptable as the ICD-9 code does not specify laterality."
3612,3612.0,81305,S52126A,2,"The ICD-10 code 'S52126A' specifies a 'nondisplaced fracture of head of unspecified radius, initial encounter for closed fracture'. Similar to S52123A, it captures 'closed fracture' and 'head of radius'. 'Nondisplaced' is also a plausible type of fracture, but 'displaced' (S52123A) is arguably a more common or default assumption for a fracture unless specified otherwise, making S52123A slightly better."
3613,3613.0,81306,S52133A,1,"Matches 'fracture of neck of radius' and 'closed fracture'. The ICD-9 code does not specify displacement, but 'displaced' is a plausible interpretation of a fracture."
3614,3614.0,81306,S52136A,2,"Matches 'fracture of neck of radius' and 'closed fracture'. The ICD-9 code does not specify displacement, but 'nondisplaced' is a plausible interpretation of a fracture."
3615,3615.0,81307,S52189A,1,"This code captures 'other fracture' and 'upper end of radius', closely matching the ICD-9 description of 'other...fractures of proximal end of radius'. The 'unspecified' nature of the ICD-9 code is handled by the 'unspecified radius' in the ICD-10 code. 'Proximal' maps well to 'upper'."
3616,3616.0,81307,S52109A,2,"This code captures 'unspecified fracture' and 'upper end of radius', which aligns with the 'unspecified fractures' part of the ICD-9 description. However, the ICD-9 specifies 'other and unspecified', making S52189A (other) a slightly better fit than S52109A (unspecified)."
3617,3617.0,81307,S59109A,3,"This code specifies a 'physeal fracture', which is a fracture through the growth plate. The ICD-9 code '81307' does not specify a physeal fracture, making this code less appropriate than the others which describe general fractures of the upper radius."
3618,3618.0,81311,S52023B,1,"Matches 'open fracture' and 'olecranon process of ulna'. ICD-9 doesn't specify displacement or Gustilo type, but S52023B covers open fractures and displacement is a common feature. Type I/II is a reasonable default assumption for unspecified open fractures."
3619,3619.0,81311,S52023C,2,"Matches 'open fracture' and 'olecranon process of ulna'. Similar to S52023B, but assumes a more severe Gustilo type (IIIA, IIIB, IIIC) which is less likely for an unspecified open fracture compared to Type I/II."
3620,3620.0,81311,S52026B,3,"Matches 'olecranon process of ulna' and 'initial encounter'. However, it specifies 'nondisplaced fracture', whereas the ICD-9 code does not specify displacement. It correctly identifies 'open fracture type I or II'."
3621,3621.0,81311,S52026C,4,"Matches 'olecranon process of ulna' and 'initial encounter'. However, it specifies 'nondisplaced fracture', whereas the ICD-9 code does not specify displacement. It assumes a more severe Gustilo type (IIIA, IIIB, IIIC)."
3622,3622.0,81312,S52043B,1,"Matches 'open fracture' (type I or II) and 'coronoid process of ulna'. 'Displaced' is a plausible detail for an open fracture, although not explicitly stated in the ICD-9 code."
3623,3623.0,81312,S52043C,2,"Matches 'open fracture' (type IIIA, IIIB, IIIC) and 'coronoid process of ulna'. 'Displaced' is a plausible detail for an open fracture, although not explicitly stated in the ICD-9 code."
3624,3624.0,81312,S52046B,3,"Matches 'fracture' and 'coronoid process of ulna'. However, it specifies 'nondisplaced', which contradicts the 'open' nature of the fracture in the ICD-9 code, as open fractures are typically displaced."
3625,3625.0,81312,S52046C,4,"Matches 'fracture' and 'coronoid process of ulna'. However, it specifies 'nondisplaced', which contradicts the 'open' nature of the fracture in the ICD-9 code, as open fractures are typically displaced."
3626,3626.0,81313,S52279B,1,"This code directly maps to 'Open Monteggia's fracture', specifying the 'unspecified ulna' and 'initial encounter' with 'open fracture type I or II', which aligns well with the ICD-9 description."
3627,3627.0,81313,S52279C,2,"This code also maps to 'Open Monteggia's fracture' with 'unspecified ulna' and 'initial encounter', but specifies 'open fracture type IIIA, IIIB, or IIIC'. While still relevant, it's slightly less direct than S52279B as the ICD-9 code doesn't specify the Gustilo type."
3628,3628.0,81314,S52099C,1,"The ICD-9 code specifies 'Other and unspecified open fractures'. 'Other' maps well to 'Other fracture' in S52099C. Both specify the 'proximal end' (upper end) of the ulna. Both specify 'open fracture'. The ICD-9 code doesn't specify the type of open fracture, so the ICD-10 code including type IIIA, IIIB, or IIIC is acceptable."
3629,3629.0,81314,S52099B,2,"Similar to S52099C, 'Other fracture' maps well to 'Other' in the ICD-9 code. Both specify the 'proximal end' (upper end) of the ulna and 'open fracture'. The ICD-9 code doesn't specify the type of open fracture, so the ICD-10 code including type I or II is acceptable."
3630,3630.0,81314,S52009C,3,"'Unspecified fracture' is less specific than 'Other and unspecified fracture'. However, it still captures the 'upper end' of the ulna and the 'open fracture' (type IIIA, IIIB, or IIIC). It is a plausible match."
3631,3631.0,81314,S52009B,4,"'Unspecified fracture' is less specific than 'Other and unspecified fracture'. It captures the 'upper end' of the ulna and the 'open fracture' (type I or II). It is a plausible match, but less specific than S52009C."
3632,3632.0,81315,S52123B,1,"Matches 'open fracture' and 'head of radius'. 'Displaced' is a plausible type of fracture not explicitly excluded by the ICD-9 description, and 'type I or II' is a reasonable default open fracture classification."
3633,3633.0,81315,S52123C,2,"Matches 'open fracture' and 'head of radius'. 'Displaced' is a plausible type of fracture not explicitly excluded by the ICD-9 description, but 'type IIIA, IIIB, or IIIC' represents more severe open fractures, which is less likely to be the default meaning of the ICD-9 code compared to type I or II."
3634,3634.0,81315,S52126B,3,"Matches 'open fracture' and 'head of radius'. 'Nondisplaced' is a plausible type of fracture not explicitly excluded by the ICD-9 description, and 'type I or II' is a reasonable default open fracture classification."
3635,3635.0,81315,S52126C,4,"Matches 'open fracture' and 'head of radius'. 'Nondisplaced' is a plausible type of fracture not explicitly excluded by the ICD-9 description, but 'type IIIA, IIIB, or IIIC' represents more severe open fractures, which is less likely to be the default meaning of the ICD-9 code compared to type I or II."
3636,3636.0,81331,S52309C,1,"The ICD-9 code specifies an 'open fracture'. ICD-10 code S52309C explicitly includes 'open fracture type IIIA, IIIB, or IIIC', capturing the open nature. While the specific Gustilo type isn't given in ICD-9, this code covers the most severe open fractures, which is a reasonable default if the type is unspecified. The 'unspecified radius' aligns with the ICD-9 code not specifying left or right."
3637,3637.0,81331,S52309B,2,"The ICD-9 code specifies an 'open fracture'. ICD-10 code S52309B explicitly includes 'open fracture type I or II'. This captures the open nature, though it represents less severe open fractures than S52309C. The 'unspecified radius' aligns with the ICD-9 code not specifying left or right."
3638,3638.0,81332,S52209B,1,"This code specifies an open fracture of the shaft of the ulna, matching the ICD-9 description. The 'unspecified' laterality aligns with the ICD-9 code not specifying left or right. The 'initial encounter' is a default assumption for a new diagnosis. Type I or II open fracture is a reasonable default for 'open' without further detail."
3639,3639.0,81332,S52209C,2,"This code also specifies an open fracture of the shaft of the ulna, matching the ICD-9 description. However, it specifies a more severe open fracture type (IIIA, IIIB, IIIC) which is less likely to be the default assumption than type I or II."
3640,3640.0,81341,S52539A,1,"This code directly corresponds to a Colles' fracture, matching the ICD-9 description. It specifies the radius, is for a closed fracture, and indicates the initial encounter, aligning well with the ICD-9 code's meaning."
3641,3641.0,81341,S52549A,2,"This code describes a Smith's fracture, which is a different type of distal radius fracture than a Colles' fracture. While both involve the radius and are closed fractures, the specific fracture type (Colles' vs. Smith's) differs, making it a less accurate match than S52539A."
3642,3642.0,81351,S52539B,1,"Matches 'Colles' fracture' and 'open fracture'. S52539B covers open fracture types I and II, which is a reasonable default level of specificity for an unspecified open fracture in ICD-9."
3643,3643.0,81351,S52539C,2,"Matches 'Colles' fracture' and 'open fracture'. S52539C covers open fracture types IIIA, IIIB, and IIIC, which is more specific than the ICD-9 code provides, but still a plausible match for an open fracture."
3644,3644.0,81352,S52509C,1,"Matches 'distal end of radius' (lower end of radius) and 'open fracture'. While ICD-9 specifies 'alone', ICD-10 doesn't explicitly capture this, but S52509C is the closest match for an open fracture at the distal radius, covering the open fracture types (IIIA, IIIB, IIIC) which align with the unspecified nature of the ICD-9 code's open fracture severity."
3645,3645.0,81352,S52509B,2,"Matches 'distal end of radius' (lower end of radius) and 'open fracture'. This code specifies open fracture types I or II, which is less specific than the ICD-9 code implies but still represents an open fracture at the distal radius."
3646,3646.0,81353,S52609B,1,Matches 'fracture of distal end of ulna' (lower end) and 'open fracture'. The 'unspecified' part aligns with 'alone' (implying no other bones fractured). Type I or II is a reasonable default for an unspecified open fracture.
3647,3647.0,81353,S52609C,2,"Matches 'fracture of distal end of ulna' (lower end) and 'open fracture'. The 'unspecified' part aligns with 'alone'. Type IIIA, IIIB, or IIIC represents more severe open fractures, which is less likely for an unspecified case but still possible."
3648,3648.0,81393,S5290XB,1,"Matches 'unspecified part of radius with ulna' (forearm) and 'open fracture'. The ICD-9 code does not specify the type of open fracture (Gustilo classification), so the unspecified open fracture type I or II (XB) is the most appropriate level of specificity."
3649,3649.0,81393,S5290XC,2,"Matches 'unspecified part of radius with ulna' (forearm) and 'open fracture'. However, this code specifies open fracture types IIIA, IIIB, or IIIC, which is more specific than the ICD-9 code allows."
3650,3650.0,81402,S62123A,1,"The ICD-9 code specifies a 'closed fracture' of the lunate bone. The ICD-10 code S62123A specifies a 'displaced fracture' of the lunate bone with 'initial encounter for closed fracture', which aligns well with the ICD-9 description, although the displacement is not specified in the ICD-9 code."
3651,3651.0,81402,S62126A,2,"The ICD-9 code specifies a 'closed fracture' of the lunate bone. The ICD-10 code S62126A specifies a 'nondisplaced fracture' of the lunate bone with 'initial encounter for closed fracture', which aligns well with the ICD-9 description, although the displacement is not specified in the ICD-9 code."
3652,3652.0,81403,S62113A,1,"Matches 'closed fracture of triquetral bone'. The ICD-9 code does not specify displaced or nondisplaced, but S62113A represents a displaced fracture which is a type of closed fracture. The 'unspecified wrist' part is consistent with the ICD-9 code."
3653,3653.0,81403,S62116A,2,"Matches 'closed fracture of triquetral bone'. The ICD-9 code does not specify displaced or nondisplaced, but S62116A represents a nondisplaced fracture which is a type of closed fracture. The 'unspecified wrist' part is consistent with the ICD-9 code."
3654,3654.0,81404,S62163A,1,"ICD-9 specifies 'closed fracture', which is explicitly captured in the ICD-10 code description. The ICD-9 code does not specify displacement, but the ICD-10 code captures 'displaced fracture' which is a type of closed fracture. It is semantically closer than the nondisplaced option."
3655,3655.0,81404,S62166A,2,"ICD-9 specifies 'closed fracture', which is explicitly captured in the ICD-10 code description. The ICD-9 code does not specify displacement, but the ICD-10 code captures 'nondisplaced fracture' which is a type of closed fracture. It is semantically closer than other potential codes not listed."
3656,3656.0,81405,S62173A,1,"The ICD-9 code specifies a 'closed fracture' of the 'trapezium bone'. The ICD-10 code 'S62173A' directly maps to 'Displaced fracture of trapezium [larger multangular], unspecified wrist, initial encounter for closed fracture'. The term 'displaced' is not explicitly in the ICD-9 code, but it is a type of fracture, and the ICD-10 code captures the core elements: closed fracture, trapezium bone, and wrist location. The 'initial encounter' specifier is standard for fracture coding."
3657,3657.0,81405,S62176A,2,"The ICD-9 code specifies a 'closed fracture' of the 'trapezium bone'. The ICD-10 code 'S62176A' maps to 'Nondisplaced fracture of trapezium [larger multangular], unspecified wrist, initial encounter for closed fracture'. Similar to S62173A, it captures the core elements, but 'nondisplaced' is also not explicitly stated in the ICD-9 code, making it slightly less specific than S62173A if displacement is unknown."
3658,3658.0,81406,S62183A,1,"The ICD-9 description specifies a 'closed fracture' of the trapezoid bone. The ICD-10 code S62183A explicitly describes a 'closed fracture' of the trapezoid bone and includes the 'displaced' detail, which is a common characteristic of fractures, although not explicitly stated in the ICD-9 code. The 'unspecified wrist' location matches the ICD-9 description."
3659,3659.0,81406,S62186A,2,"The ICD-9 description specifies a 'closed fracture' of the trapezoid bone. The ICD-10 code S62186A explicitly describes a 'closed fracture' of the trapezoid bone but specifies 'nondisplaced'. While the ICD-9 code doesn't specify displacement, 'nondisplaced' is a possible fracture type. The 'unspecified wrist' location matches the ICD-9 description."
3660,3660.0,81407,S62133A,1,"ICD-9 specifies a 'closed fracture' of the capitate bone. ICD-10 code S62133A describes a 'displaced fracture' which is a type of closed fracture, capturing the essence of the ICD-9 code. The 'unspecified wrist' corresponds to the 'wrist' location in ICD-9. The 'initial encounter' is a standard ICD-10 addition."
3661,3661.0,81407,S62136A,2,"ICD-9 specifies a 'closed fracture' of the capitate bone. ICD-10 code S62136A describes a 'nondisplaced fracture' which is also a type of closed fracture, but 'displaced' (S62133A) is a more general description that encompasses both displaced and nondisplaced fractures, making it a slightly better fit for the unspecified ICD-9 code."
3662,3662.0,81408,S62143A,1,"Matches 'closed fracture of hamate bone of wrist'. The ICD-9 code does not specify displacement, but S62143A specifies 'displaced', which is a possible type of fracture. It is more specific than S62146A regarding the fracture type."
3663,3663.0,81408,S62146A,2,"Matches 'closed fracture of hamate bone of wrist'. The ICD-9 code does not specify displacement, but S62146A specifies 'nondisplaced', which is a possible type of fracture. It is less specific than S62143A regarding the fracture type."
3664,3664.0,81409,S62153A,1,"The ICD-9 code specifies a 'closed fracture of other bone of wrist'. The ICD-10 code specifies a 'displaced fracture of hook process of hamate [unciform] bone, unspecified wrist, initial encounter for closed fracture'. While the ICD-9 code is vague ('other bone'), the hamate bone is a carpal bone located in the wrist. The ICD-10 code provides greater specificity regarding the bone involved (hamate) and the type of fracture (displaced, closed), which aligns with the general description of a wrist bone fracture. The 'unspecified wrist' part of the ICD-10 code is consistent with the lack of laterality in the ICD-9 code."
3665,3665.0,81409,S62156A,2,"Similar to S62153A, this code specifies a fracture of the hamate bone in the wrist. The main difference is that it describes a 'nondisplaced' fracture, whereas the ICD-9 code doesn't specify displacement. While potentially less accurate than S62153A if the fracture was displaced, it still represents a valid type of closed fracture of a wrist bone (hamate)."
3666,3666.0,81412,S62123B,1,"The ICD-9 code specifies an 'open fracture' of the lunate bone. This ICD-10 code explicitly includes 'open fracture' and 'lunate [semilunar]' bone. The ICD-9 code does not specify displacement, so 'displaced' is a plausible interpretation, but the core elements match well."
3667,3667.0,81412,S62126B,2,"The ICD-9 code specifies an 'open fracture' of the lunate bone. This ICD-10 code explicitly includes 'open fracture' and 'lunate [semilunar]' bone. The ICD-9 code does not specify displacement, so 'nondisplaced' is a plausible interpretation, but the core elements match well."
3668,3668.0,81413,S62113B,1,Matches 'open fracture' and 'triquetral [cuneiform] bone of wrist'. 'Displaced' is a reasonable default assumption for an open fracture unless otherwise specified.
3669,3669.0,81413,S62116B,2,Matches 'open fracture' and 'triquetral [cuneiform] bone of wrist'. 'Nondisplaced' is less likely for an open fracture but still possible.
3670,3670.0,81415,S62173B,1,"The ICD-9 code specifies an 'open fracture' of the trapezium. The ICD-10 code S62173B explicitly includes 'open fracture' and specifies 'displaced', which is a common characteristic of open fractures, aligning well with the ICD-9 description."
3671,3671.0,81415,S62176B,2,"The ICD-9 code specifies an 'open fracture' of the trapezium. The ICD-10 code S62176B explicitly includes 'open fracture' but specifies 'nondisplaced'. While open fractures can sometimes be nondisplaced, 'displaced' (as in S62173B) is a more typical association, making S62173B a slightly better match."
3672,3672.0,81416,S62183B,1,"The ICD-9 code specifies an 'open fracture'. The ICD-10 code S62183B explicitly mentions 'open fracture' in the 7th character (B). It also correctly identifies the trapezoid bone. While the ICD-9 code does not specify displacement, the ICD-10 code specifies 'Displaced fracture'. This is a plausible match, as 'open fracture' is the key element."
3673,3673.0,81416,S62186B,2,"Similar to S62183B, this code correctly identifies the trapezoid bone and includes the 'open fracture' designation (7th character B). However, it specifies 'Nondisplaced fracture', which is less likely than a displaced fracture for an open fracture, although still possible. It is ranked lower than S62183B because displaced fractures are often implied in open fractures."
